127.0.0.1 - - [12/Nov/2013:10:57:45 +0530] "GET / HTTP/1.1" 404 955
10.1.5.6 - - [12/Nov/2013:11:06:04 +0530] "GET /WebRTC_presentation/pageone/friendbook.jsp HTTP/1.1" 200 7259
10.1.5.6 - - [12/Nov/2013:11:06:04 +0530] "GET /WebRTC_presentation/pageone/images/iconphone.png HTTP/1.1" 304 -
10.1.5.6 - - [12/Nov/2013:11:06:04 +0530] "GET /WebRTC_presentation/pageone/images/iconmenu.png HTTP/1.1" 304 -
10.1.5.6 - - [12/Nov/2013:11:06:04 +0530] "GET /WebRTC_presentation/pageone/images/iconstar.png HTTP/1.1" 304 -
10.1.5.6 - - [12/Nov/2013:11:06:04 +0530] "GET /WebRTC_presentation/pageone/images/iconbook.png HTTP/1.1" 304 -
10.1.5.6 - - [12/Nov/2013:11:06:04 +0530] "GET /WebRTC_presentation/sipml5/assets/css/bootstrap.css HTTP/1.1" 304 -
10.1.5.6 - - [12/Nov/2013:11:06:04 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:stun@tcs.com&action=getProfilePic HTTP/1.1" 200 4050
10.1.5.6 - - [12/Nov/2013:11:06:04 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:altanai@tcs.com&action=getProfilePic HTTP/1.1" 200 159810
10.1.5.6 - - [12/Nov/2013:11:06:04 +0530] "GET /WebRTC_presentation/sipml5/assets/css/bootstrap-responsive.css HTTP/1.1" 304 -
10.1.5.6 - - [12/Nov/2013:11:06:04 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:alice@tcs.com&action=getProfilePic HTTP/1.1" 200 4075
10.1.5.6 - - [12/Nov/2013:11:06:04 +0530] "GET /WebRTC_presentation/CreateUserServlet1?id=sip:bob@tcs.com%20%20%20%20%20%20%20%20&action=getProfilePic HTTP/1.1" 200 12339
10.1.5.6 - - [12/Nov/2013:11:06:04 +0530] "GET /WebRTC_presentation/pageone/images/bg_blue.png HTTP/1.1" 304 -
10.1.5.6 - - [12/Nov/2013:11:06:22 +0530] "GET /WebRTC_presentation/pageone/home.jsp HTTP/1.1" 200 10497
10.1.5.6 - - [12/Nov/2013:11:06:22 +0530] "GET /WebRTC_presentation/pageone/css/style_blue.css HTTP/1.1" 304 -
10.1.5.6 - - [12/Nov/2013:11:06:22 +0530] "GET /WebRTC_presentation/pageone/vaibhav.css HTTP/1.1" 304 -
10.1.5.6 - - [12/Nov/2013:11:06:22 +0530] "GET /WebRTC_presentation/pageone/css/jquery.fancybox-1.3.4.css HTTP/1.1" 304 -
10.1.5.6 - - [12/Nov/2013:11:06:22 +0530] "GET /WebRTC_presentation/pageone/css/nivo-slider.css HTTP/1.1" 304 -
10.1.5.6 - - [12/Nov/2013:11:06:22 +0530] "GET /WebRTC_presentation/pageone/js/jquery.smoothscroll.js HTTP/1.1" 304 -
10.1.5.6 - - [12/Nov/2013:11:06:22 +0530] "GET /WebRTC_presentation/pageone/js/jquery.nivo.slider.pack.js HTTP/1.1" 304 -
10.1.5.6 - - [12/Nov/2013:11:06:22 +0530] "GET /WebRTC_presentation/pageone/js/jquery.easing-1.3.pack.js HTTP/1.1" 304 -
10.1.5.6 - - [12/Nov/2013:11:06:22 +0530] "GET /WebRTC_presentation/pageone/js/init.js HTTP/1.1" 304 -
10.1.5.6 - - [12/Nov/2013:11:06:22 +0530] "GET /WebRTC_presentation/pageone/js/jquery.fancybox-1.3.4.pack.js HTTP/1.1" 304 -
10.1.5.6 - - [12/Nov/2013:11:06:22 +0530] "GET /WebRTC_presentation/pageone/images/tcs_logo.png HTTP/1.1" 304 -
10.1.5.6 - - [12/Nov/2013:11:06:22 +0530] "GET /WebRTC_presentation/pageone/images/bg_blue.png HTTP/1.1" 304 -
10.1.5.6 - - [12/Nov/2013:11:06:22 +0530] "GET /WebRTC_presentation/pageone/images/header_bg_blue.png HTTP/1.1" 304 -
10.1.5.6 - - [12/Nov/2013:11:06:22 +0530] "GET /WebRTC_presentation/pageone/images/iconcycle.png HTTP/1.1" 304 -
10.1.5.6 - - [12/Nov/2013:11:06:22 +0530] "GET /WebRTC_presentation/pageone/images/services/webdesign_blue.png HTTP/1.1" 304 -
10.1.5.6 - - [12/Nov/2013:11:06:22 +0530] "GET /WebRTC_presentation/pageone/images/services/logo-design-and-branding_blue.png HTTP/1.1" 304 -
10.1.5.6 - - [12/Nov/2013:11:06:22 +0530] "GET /WebRTC_presentation/pageone/images/services/seo-services_blue.png HTTP/1.1" 304 -
10.1.5.6 - - [12/Nov/2013:11:06:22 +0530] "GET /WebRTC_presentation/pageone/images/services/webdevelopment_blue.png HTTP/1.1" 304 -
10.1.5.6 - - [12/Nov/2013:11:06:24 +0530] "GET /WebRTC_presentation/pageone/images/section-sep.png HTTP/1.1" 304 -
10.1.5.6 - - [12/Nov/2013:11:06:24 +0530] "GET /WebRTC_presentation/pageone/images/footer_bg_blue.png HTTP/1.1" 304 -
10.1.5.6 - - [12/Nov/2013:11:06:24 +0530] "GET /WebRTC_presentation/sipml5/callim.jsp?%20%20%20%20%20%20%20%20ip=10.1.5.6%20%20%20%20%20%20%20%20&name=bob%20%20%20%20%20%20%20%20&privateIdentity=sip:bob@tcs.com%20%20%20%20%20%20%20%20&publicIdentity=bob%20%20%20%20%20%20%20%20&password=bob%20%20%20%20%20%20%20%20&realm=tcs.com HTTP/1.1" 200 74457
10.1.5.6 - - [12/Nov/2013:11:06:24 +0530] "GET /WebRTC_presentation/pageone/css/fonts/merriweather-bold-webfont.woff HTTP/1.1" 304 -
10.1.5.6 - - [12/Nov/2013:11:06:24 +0530] "GET /WebRTC_presentation/sipml5/assets/css/bootstrap.css HTTP/1.1" 304 -
10.1.5.6 - - [12/Nov/2013:11:06:24 +0530] "GET /WebRTC_presentation/sipml5/assets/css/bootstrap-responsive.css HTTP/1.1" 304 -
10.1.5.6 - - [12/Nov/2013:11:06:24 +0530] "GET /WebRTC_presentation/pageone/friendbook.jsp HTTP/1.1" 200 7259
10.1.5.6 - - [12/Nov/2013:11:06:24 +0530] "GET /WebRTC_presentation/CreateUserServlet1?id=sip:bob@tcs.com%20%20%20%20%20%20%20%20&action=getProfilePic HTTP/1.1" 200 12339
10.1.5.6 - - [12/Nov/2013:11:06:24 +0530] "GET /WebRTC_presentation/pageone/images/bg_blue.png HTTP/1.1" 304 -
10.1.5.6 - - [12/Nov/2013:11:06:24 +0530] "GET /WebRTC_presentation/pageone/images/iconphone.png HTTP/1.1" 304 -
10.1.5.6 - - [12/Nov/2013:11:06:24 +0530] "GET /WebRTC_presentation/pageone/images/iconbook.png HTTP/1.1" 304 -
10.1.5.6 - - [12/Nov/2013:11:06:24 +0530] "GET /WebRTC_presentation/pageone/images/iconmenu.png HTTP/1.1" 304 -
10.1.5.6 - - [12/Nov/2013:11:06:24 +0530] "GET /WebRTC_presentation/pageone/images/iconstar.png HTTP/1.1" 304 -
10.1.5.6 - - [12/Nov/2013:11:06:24 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:alice@tcs.com&action=getProfilePic HTTP/1.1" 200 4075
10.1.5.6 - - [12/Nov/2013:11:06:24 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:altanai@tcs.com&action=getProfilePic HTTP/1.1" 200 159810
10.1.5.6 - - [12/Nov/2013:11:06:24 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:stun@tcs.com&action=getProfilePic HTTP/1.1" 200 4050
10.1.5.6 - - [12/Nov/2013:11:07:15 +0530] "GET /WebRTC_presentation/pageone/home.jsp HTTP/1.1" 200 10490
10.1.5.6 - - [12/Nov/2013:11:07:15 +0530] "GET /WebRTC_presentation/pageone/css/style_blue.css HTTP/1.1" 304 -
10.1.5.6 - - [12/Nov/2013:11:07:15 +0530] "GET /WebRTC_presentation/pageone/css/nivo-slider.css HTTP/1.1" 304 -
10.1.5.6 - - [12/Nov/2013:11:07:15 +0530] "GET /WebRTC_presentation/pageone/vaibhav.css HTTP/1.1" 304 -
10.1.5.6 - - [12/Nov/2013:11:07:15 +0530] "GET /WebRTC_presentation/pageone/css/jquery.fancybox-1.3.4.css HTTP/1.1" 304 -
10.1.5.6 - - [12/Nov/2013:11:07:15 +0530] "GET /WebRTC_presentation/pageone/js/jquery.smoothscroll.js HTTP/1.1" 304 -
10.1.5.6 - - [12/Nov/2013:11:07:15 +0530] "GET /WebRTC_presentation/pageone/js/jquery.nivo.slider.pack.js HTTP/1.1" 304 -
10.1.5.6 - - [12/Nov/2013:11:07:15 +0530] "GET /WebRTC_presentation/pageone/js/jquery.easing-1.3.pack.js HTTP/1.1" 304 -
10.1.5.6 - - [12/Nov/2013:11:07:15 +0530] "GET /WebRTC_presentation/pageone/js/jquery.fancybox-1.3.4.pack.js HTTP/1.1" 304 -
10.1.5.6 - - [12/Nov/2013:11:07:15 +0530] "GET /WebRTC_presentation/pageone/js/init.js HTTP/1.1" 304 -
10.1.5.6 - - [12/Nov/2013:11:07:15 +0530] "GET /WebRTC_presentation/pageone/images/tcs_logo.png HTTP/1.1" 304 -
10.1.5.6 - - [12/Nov/2013:11:07:15 +0530] "GET /WebRTC_presentation/pageone/images/bg_blue.png HTTP/1.1" 304 -
10.1.5.6 - - [12/Nov/2013:11:07:15 +0530] "GET /WebRTC_presentation/pageone/images/header_bg_blue.png HTTP/1.1" 304 -
10.1.5.6 - - [12/Nov/2013:11:07:15 +0530] "GET /WebRTC_presentation/pageone/images/iconcycle.png HTTP/1.1" 304 -
10.1.5.6 - - [12/Nov/2013:11:07:15 +0530] "GET /WebRTC_presentation/pageone/images/services/webdesign_blue.png HTTP/1.1" 304 -
10.1.5.6 - - [12/Nov/2013:11:07:15 +0530] "GET /WebRTC_presentation/pageone/images/services/logo-design-and-branding_blue.png HTTP/1.1" 304 -
10.1.5.6 - - [12/Nov/2013:11:07:15 +0530] "GET /WebRTC_presentation/pageone/images/services/seo-services_blue.png HTTP/1.1" 304 -
10.1.5.6 - - [12/Nov/2013:11:07:15 +0530] "GET /WebRTC_presentation/pageone/images/services/webdevelopment_blue.png HTTP/1.1" 304 -
10.1.5.6 - - [12/Nov/2013:11:07:23 +0530] "GET /WebRTC_presentation/pageone/images/section-sep.png HTTP/1.1" 304 -
10.1.5.6 - - [12/Nov/2013:11:07:23 +0530] "GET /WebRTC_presentation/pageone/images/footer_bg_blue.png HTTP/1.1" 304 -
10.1.5.6 - - [12/Nov/2013:11:07:23 +0530] "GET /WebRTC_presentation/sipml5/callim.jsp?%20%20%20%20%20%20%20%20ip=10.1.5.6%20%20%20%20%20%20%20%20&name=bob%20%20%20%20%20%20%20%20&privateIdentity=sip:bob@tcs.com%20%20%20%20%20%20%20%20&publicIdentity=bob%20%20%20%20%20%20%20%20&password=bob%20%20%20%20%20%20%20%20&realm=tcs.com HTTP/1.1" 200 74457
10.1.5.6 - - [12/Nov/2013:11:07:23 +0530] "GET /WebRTC_presentation/pageone/css/fonts/merriweather-bold-webfont.woff HTTP/1.1" 304 -
10.1.5.6 - - [12/Nov/2013:11:07:23 +0530] "GET /WebRTC_presentation/sipml5/assets/css/bootstrap.css HTTP/1.1" 304 -
10.1.5.6 - - [12/Nov/2013:11:07:23 +0530] "GET /WebRTC_presentation/sipml5/assets/css/bootstrap-responsive.css HTTP/1.1" 304 -
10.1.5.6 - - [12/Nov/2013:11:07:23 +0530] "GET /WebRTC_presentation/pageone/friendbook.jsp HTTP/1.1" 200 7259
10.1.5.6 - - [12/Nov/2013:11:07:23 +0530] "GET /WebRTC_presentation/CreateUserServlet1?id=sip:bob@tcs.com%20%20%20%20%20%20%20%20&action=getProfilePic HTTP/1.1" 200 12339
10.1.5.6 - - [12/Nov/2013:11:07:23 +0530] "GET /WebRTC_presentation/pageone/images/bg_blue.png HTTP/1.1" 304 -
10.1.5.6 - - [12/Nov/2013:11:07:23 +0530] "GET /WebRTC_presentation/pageone/images/iconphone.png HTTP/1.1" 304 -
10.1.5.6 - - [12/Nov/2013:11:07:23 +0530] "GET /WebRTC_presentation/pageone/images/iconbook.png HTTP/1.1" 304 -
10.1.5.6 - - [12/Nov/2013:11:07:23 +0530] "GET /WebRTC_presentation/pageone/images/iconmenu.png HTTP/1.1" 304 -
10.1.5.6 - - [12/Nov/2013:11:07:23 +0530] "GET /WebRTC_presentation/pageone/images/iconstar.png HTTP/1.1" 304 -
10.1.5.6 - - [12/Nov/2013:11:07:23 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:alice@tcs.com&action=getProfilePic HTTP/1.1" 200 4075
10.1.5.6 - - [12/Nov/2013:11:07:23 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:altanai@tcs.com&action=getProfilePic HTTP/1.1" 200 159810
10.1.5.6 - - [12/Nov/2013:11:07:23 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:stun@tcs.com&action=getProfilePic HTTP/1.1" 200 4050
10.1.5.6 - - [12/Nov/2013:11:08:53 +0530] "GET /WebRTC_presentation/pageone/friendbook.jsp HTTP/1.1" 200 7259
10.1.5.6 - - [12/Nov/2013:11:08:53 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:stun@tcs.com&action=getProfilePic HTTP/1.1" 200 4050
10.1.5.6 - - [12/Nov/2013:11:08:53 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:alice@tcs.com&action=getProfilePic HTTP/1.1" 200 4075
10.1.5.6 - - [12/Nov/2013:11:08:53 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:altanai@tcs.com&action=getProfilePic HTTP/1.1" 200 159810
10.1.5.6 - - [12/Nov/2013:11:10:23 +0530] "GET /WebRTC_presentation/pageone/friendbook.jsp HTTP/1.1" 200 7259
10.1.5.6 - - [12/Nov/2013:11:10:23 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:alice@tcs.com&action=getProfilePic HTTP/1.1" 200 4075
10.1.5.6 - - [12/Nov/2013:11:10:23 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:altanai@tcs.com&action=getProfilePic HTTP/1.1" 200 159810
10.1.5.6 - - [12/Nov/2013:11:10:23 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:stun@tcs.com&action=getProfilePic HTTP/1.1" 200 4050
10.1.5.6 - - [12/Nov/2013:11:11:53 +0530] "GET /WebRTC_presentation/pageone/friendbook.jsp HTTP/1.1" 200 7259
10.1.5.6 - - [12/Nov/2013:11:11:53 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:alice@tcs.com&action=getProfilePic HTTP/1.1" 200 4075
10.1.5.6 - - [12/Nov/2013:11:11:53 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:stun@tcs.com&action=getProfilePic HTTP/1.1" 200 4050
10.1.5.6 - - [12/Nov/2013:11:11:53 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:altanai@tcs.com&action=getProfilePic HTTP/1.1" 200 159810
10.1.5.6 - - [12/Nov/2013:11:13:23 +0530] "GET /WebRTC_presentation/pageone/friendbook.jsp HTTP/1.1" 200 7259
10.1.5.6 - - [12/Nov/2013:11:13:23 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:alice@tcs.com&action=getProfilePic HTTP/1.1" 200 4075
10.1.5.6 - - [12/Nov/2013:11:13:23 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:altanai@tcs.com&action=getProfilePic HTTP/1.1" 200 159810
10.1.5.6 - - [12/Nov/2013:11:13:23 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:stun@tcs.com&action=getProfilePic HTTP/1.1" 200 4050
10.1.5.6 - - [12/Nov/2013:11:14:53 +0530] "GET /WebRTC_presentation/pageone/friendbook.jsp HTTP/1.1" 200 7259
10.1.5.6 - - [12/Nov/2013:11:14:53 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:alice@tcs.com&action=getProfilePic HTTP/1.1" 200 4075
10.1.5.6 - - [12/Nov/2013:11:14:53 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:stun@tcs.com&action=getProfilePic HTTP/1.1" 200 4050
10.1.5.6 - - [12/Nov/2013:11:14:53 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:altanai@tcs.com&action=getProfilePic HTTP/1.1" 200 159810
10.1.5.6 - - [12/Nov/2013:11:16:23 +0530] "GET /WebRTC_presentation/pageone/friendbook.jsp HTTP/1.1" 200 7259
10.1.5.6 - - [12/Nov/2013:11:16:23 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:stun@tcs.com&action=getProfilePic HTTP/1.1" 200 4050
10.1.5.6 - - [12/Nov/2013:11:16:23 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:alice@tcs.com&action=getProfilePic HTTP/1.1" 200 4075
10.1.5.6 - - [12/Nov/2013:11:16:23 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:altanai@tcs.com&action=getProfilePic HTTP/1.1" 200 159810
10.1.5.6 - - [12/Nov/2013:11:17:53 +0530] "GET /WebRTC_presentation/pageone/friendbook.jsp HTTP/1.1" 200 7259
10.1.5.6 - - [12/Nov/2013:11:17:53 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:alice@tcs.com&action=getProfilePic HTTP/1.1" 200 4075
10.1.5.6 - - [12/Nov/2013:11:17:53 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:stun@tcs.com&action=getProfilePic HTTP/1.1" 200 4050
10.1.5.6 - - [12/Nov/2013:11:17:53 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:altanai@tcs.com&action=getProfilePic HTTP/1.1" 200 159810
10.1.5.6 - - [12/Nov/2013:11:19:23 +0530] "GET /WebRTC_presentation/pageone/friendbook.jsp HTTP/1.1" 200 7259
10.1.5.6 - - [12/Nov/2013:11:19:23 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:alice@tcs.com&action=getProfilePic HTTP/1.1" 200 4075
10.1.5.6 - - [12/Nov/2013:11:19:23 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:stun@tcs.com&action=getProfilePic HTTP/1.1" 200 4050
10.1.5.6 - - [12/Nov/2013:11:19:23 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:altanai@tcs.com&action=getProfilePic HTTP/1.1" 200 159810
10.1.5.6 - - [12/Nov/2013:11:20:53 +0530] "GET /WebRTC_presentation/pageone/friendbook.jsp HTTP/1.1" 200 7259
10.1.5.6 - - [12/Nov/2013:11:20:53 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:alice@tcs.com&action=getProfilePic HTTP/1.1" 200 4075
10.1.5.6 - - [12/Nov/2013:11:20:53 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:stun@tcs.com&action=getProfilePic HTTP/1.1" 200 4050
10.1.5.6 - - [12/Nov/2013:11:20:53 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:altanai@tcs.com&action=getProfilePic HTTP/1.1" 200 159810
10.1.5.6 - - [12/Nov/2013:11:22:23 +0530] "GET /WebRTC_presentation/pageone/friendbook.jsp HTTP/1.1" 200 7259
10.1.5.6 - - [12/Nov/2013:11:22:23 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:alice@tcs.com&action=getProfilePic HTTP/1.1" 200 4075
10.1.5.6 - - [12/Nov/2013:11:22:23 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:altanai@tcs.com&action=getProfilePic HTTP/1.1" 200 159810
10.1.5.6 - - [12/Nov/2013:11:22:23 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:stun@tcs.com&action=getProfilePic HTTP/1.1" 200 4050
10.1.5.6 - - [12/Nov/2013:11:23:53 +0530] "GET /WebRTC_presentation/pageone/friendbook.jsp HTTP/1.1" 200 7259
10.1.5.6 - - [12/Nov/2013:11:23:53 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:alice@tcs.com&action=getProfilePic HTTP/1.1" 200 4075
10.1.5.6 - - [12/Nov/2013:11:23:53 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:stun@tcs.com&action=getProfilePic HTTP/1.1" 200 4050
10.1.5.6 - - [12/Nov/2013:11:23:53 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:altanai@tcs.com&action=getProfilePic HTTP/1.1" 200 159810
10.1.5.6 - - [12/Nov/2013:11:25:23 +0530] "GET /WebRTC_presentation/pageone/friendbook.jsp HTTP/1.1" 200 7259
10.1.5.6 - - [12/Nov/2013:11:25:23 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:alice@tcs.com&action=getProfilePic HTTP/1.1" 200 4075
10.1.5.6 - - [12/Nov/2013:11:25:23 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:stun@tcs.com&action=getProfilePic HTTP/1.1" 200 4050
10.1.5.6 - - [12/Nov/2013:11:25:23 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:altanai@tcs.com&action=getProfilePic HTTP/1.1" 200 159810
10.1.5.6 - - [12/Nov/2013:11:26:53 +0530] "GET /WebRTC_presentation/pageone/friendbook.jsp HTTP/1.1" 200 7259
10.1.5.6 - - [12/Nov/2013:11:26:53 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:alice@tcs.com&action=getProfilePic HTTP/1.1" 200 4075
10.1.5.6 - - [12/Nov/2013:11:26:53 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:altanai@tcs.com&action=getProfilePic HTTP/1.1" 200 159810
10.1.5.6 - - [12/Nov/2013:11:26:53 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:stun@tcs.com&action=getProfilePic HTTP/1.1" 200 4050
10.1.5.6 - - [12/Nov/2013:11:28:23 +0530] "GET /WebRTC_presentation/pageone/friendbook.jsp HTTP/1.1" 200 7259
10.1.5.6 - - [12/Nov/2013:11:28:23 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:alice@tcs.com&action=getProfilePic HTTP/1.1" 200 4075
10.1.5.6 - - [12/Nov/2013:11:28:23 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:stun@tcs.com&action=getProfilePic HTTP/1.1" 200 4050
10.1.5.6 - - [12/Nov/2013:11:28:23 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:altanai@tcs.com&action=getProfilePic HTTP/1.1" 200 159810
10.1.5.6 - - [12/Nov/2013:11:29:53 +0530] "GET /WebRTC_presentation/pageone/friendbook.jsp HTTP/1.1" 200 7259
10.1.5.6 - - [12/Nov/2013:11:29:53 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:stun@tcs.com&action=getProfilePic HTTP/1.1" 200 4050
10.1.5.6 - - [12/Nov/2013:11:29:53 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:alice@tcs.com&action=getProfilePic HTTP/1.1" 200 4075
10.1.5.6 - - [12/Nov/2013:11:29:53 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:altanai@tcs.com&action=getProfilePic HTTP/1.1" 200 159810
10.1.5.6 - - [12/Nov/2013:11:31:23 +0530] "GET /WebRTC_presentation/pageone/friendbook.jsp HTTP/1.1" 200 7259
10.1.5.6 - - [12/Nov/2013:11:31:23 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:alice@tcs.com&action=getProfilePic HTTP/1.1" 200 4075
10.1.5.6 - - [12/Nov/2013:11:31:23 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:stun@tcs.com&action=getProfilePic HTTP/1.1" 200 4050
10.1.5.6 - - [12/Nov/2013:11:31:23 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:altanai@tcs.com&action=getProfilePic HTTP/1.1" 200 159810
10.1.5.6 - - [12/Nov/2013:11:32:53 +0530] "GET /WebRTC_presentation/pageone/friendbook.jsp HTTP/1.1" 200 7259
10.1.5.6 - - [12/Nov/2013:11:32:53 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:alice@tcs.com&action=getProfilePic HTTP/1.1" 200 4075
10.1.5.6 - - [12/Nov/2013:11:32:53 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:altanai@tcs.com&action=getProfilePic HTTP/1.1" 200 159810
10.1.5.6 - - [12/Nov/2013:11:32:53 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:stun@tcs.com&action=getProfilePic HTTP/1.1" 200 4050
10.1.5.6 - - [12/Nov/2013:11:34:23 +0530] "GET /WebRTC_presentation/pageone/friendbook.jsp HTTP/1.1" 200 7259
10.1.5.6 - - [12/Nov/2013:11:34:23 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:alice@tcs.com&action=getProfilePic HTTP/1.1" 200 4075
10.1.5.6 - - [12/Nov/2013:11:34:23 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:stun@tcs.com&action=getProfilePic HTTP/1.1" 200 4050
10.1.5.6 - - [12/Nov/2013:11:34:23 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:altanai@tcs.com&action=getProfilePic HTTP/1.1" 200 159810
10.1.5.6 - - [12/Nov/2013:11:35:53 +0530] "GET /WebRTC_presentation/pageone/friendbook.jsp HTTP/1.1" 200 7259
10.1.5.6 - - [12/Nov/2013:11:35:53 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:alice@tcs.com&action=getProfilePic HTTP/1.1" 200 4075
10.1.5.6 - - [12/Nov/2013:11:35:53 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:altanai@tcs.com&action=getProfilePic HTTP/1.1" 200 159810
10.1.5.6 - - [12/Nov/2013:11:35:53 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:stun@tcs.com&action=getProfilePic HTTP/1.1" 200 4050
10.1.5.6 - - [12/Nov/2013:11:37:23 +0530] "GET /WebRTC_presentation/pageone/friendbook.jsp HTTP/1.1" 200 7259
10.1.5.6 - - [12/Nov/2013:11:37:23 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:alice@tcs.com&action=getProfilePic HTTP/1.1" 200 4075
10.1.5.6 - - [12/Nov/2013:11:37:23 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:stun@tcs.com&action=getProfilePic HTTP/1.1" 200 4050
10.1.5.6 - - [12/Nov/2013:11:37:23 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:altanai@tcs.com&action=getProfilePic HTTP/1.1" 200 159810
10.1.5.6 - - [12/Nov/2013:11:38:53 +0530] "GET /WebRTC_presentation/pageone/friendbook.jsp HTTP/1.1" 200 7259
10.1.5.6 - - [12/Nov/2013:11:38:53 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:alice@tcs.com&action=getProfilePic HTTP/1.1" 200 4075
10.1.5.6 - - [12/Nov/2013:11:38:53 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:stun@tcs.com&action=getProfilePic HTTP/1.1" 200 4050
10.1.5.6 - - [12/Nov/2013:11:38:53 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:altanai@tcs.com&action=getProfilePic HTTP/1.1" 200 159810
10.1.5.6 - - [12/Nov/2013:11:40:23 +0530] "GET /WebRTC_presentation/pageone/friendbook.jsp HTTP/1.1" 200 7259
